"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","업무구분명","상세업무구분명","권리주체일련번호","총직원수",
"4667","동물위탁관리업","02_03_10_P","4390000","439000004820220005","20220407","","01","영업/정상","0000","정상","","","","","","0","","충청북도 충주시 대소원면 본리 ****","충청북도 충주시 대소원면 첨단쉼터*길 *","27466","탄탄하개 유치원","20220428181048","I","2022-07-02 17:34:28.0","","273669.18718","387310.841357","동물위탁관리업","동물위탁관리업","000","0",
"4668","동물위탁관리업","02_03_10_P","4390000","439000004820220006","20220624","","01","영업/정상","0000","정상","","","","","","0","","충청북도 충주시 용산동 **** 중앙냉동기부속","충청북도 충주시 남산로 **, *층 (용산동)","27398","댕댕아띠","20220627132327","U","2022-07-02 17:34:28.0","","283899.878058","384893.887596","동물위탁관리업","동물위탁관리업","000","0",
"4669","동물위탁관리업","02_03_10_P","4400000","440000004820180006","20180424","","01","영업/정상","0000","정상","","","","","043-645-0049","0","","충청북도 제천시 장락동 ***-*","충청북도 제천시 청전대로 ***, *층 (장락동)","27148","펫츠아일랜드","20220428181223","I","2022-07-02 17:34:28.0","","308298.085751","406293.721499","동물위탁관리업","동물위탁관리업","000","0",
"4670","동물위탁관리업","02_03_10_P","4400000","440000004820180009","20180518","","01","영업/정상","0000","정상","","","","","043-646-1598","0","","충청북도 제천시 화산동 ***-*","충청북도 제천시 의림대로 ** (화산동)","27184","퍼피클럽","20220428181223","I","2022-07-02 17:34:28.0","","307188.852824","403907.795006","동물위탁관리업","동물위탁관리업","000","0",
"4671","동물위탁관리업","02_03_10_P","4400000","440000004820180016","20180615","","01","영업/정상","0000","정상","","","","","","0","","충청북도 제천시 영천동 ***","충청북도 제천시 내토로 ***, *층 (영천동)","27185","미미","20220428181223","I","2022-07-02 17:34:28.0","","306985.974193","403891.039139","동물위탁관리업","동물위탁관리업","000","0",
"4672","동물위탁관리업","02_03_10_P","4400000","440000004820180018","20180625","","01","영업/정상","0000","정상","","","","","043-645-6600","0","","충청북도 제천시 영천동 ***","충청북도 제천시 청풍호로 * (영천동)","27194","골드애견","20220428181223","I","2022-07-02 17:34:28.0","","306877.3137","403895.857898","동물위탁관리업","동물위탁관리업","000","0",
"4673","동물위탁관리업","02_03_10_P","4400000","440000004820180021","20180823","","01","영업/정상","0000","정상","","","","","043-645-0098","0","","충청북도 제천시 명동 *-**","충청북도 제천시 의병대로 **-** (명동)","27169","헬로펫","20220428181223","I","2022-07-02 17:34:28.0","","307210.292531","404653.605565","동물위탁관리업","동물위탁관리업","000","0",
"4674","동물위탁관리업","02_03_10_P","4400000","440000004820180024","20180914","","01","영업/정상","0000","정상","","","","","","0","","충청북도 제천시 청전동 ***-*","충청북도 제천시 의림대로**안길 ** (청전동)","27165","루이비독","20220428181224","I","2022-07-02 17:34:28.0","","307663.116519","405551.878911","동물위탁관리업","동물위탁관리업","000","0",
"4675","동물위탁관리업","02_03_10_P","4400000","440000004820180026","20180916","","01","영업/정상","0000","정상","","","","","648-7533","0","","충청북도 제천시 청전동 **-*","충청북도 제천시 의림대로 *** (청전동)","27154","나라애견","20220428181224","I","2022-07-02 17:34:28.0","","307727.774437","406321.702709","동물위탁관리업","동물위탁관리업","000","0",
"4676","동물위탁관리업","02_03_10_P","4400000","440000004820190001","20190731","","01","영업/정상","0000","정상","","","","","","0","","충청북도 제천시 영천동 ***","충청북도 제천시 내토로**안길 * (영천동)","27194","서당개","20220428181224","I","2022-07-02 17:34:28.0","","306643.308474","403941.522736","동물위탁관리업","동물위탁관리업","000","0",
"4677","동물위탁관리업","02_03_10_P","4400000","440000004820190003","20190910","","01","영업/정상","0000","정상","","","","","043-240-3781","0","","충청북도 제천시 청풍면 학현리 산 **-** 가동 *층","충청북도 제천시 청풍면 학현소야로 ***, 가동 *층","27215","펫 앤 휴(PET AND HUMAN)","20220428181224","I","2022-07-02 17:34:28.0","","309343.998862","391094.29812","동물위탁관리업","동물위탁관리업","000","0",
"4678","동물위탁관리업","02_03_10_P","4420000","442000004820180006","20181228","","01","영업/정상","0000","정상","","","","","","0","","충청북도 보은군 보은읍 삼산리 **-**","충청북도 보은군 보은읍 삼산제방로 ***","28950","나는강아지","20220428181113","I","2022-07-02 17:34:28.0","","264582.228339","331409.348436","동물위탁관리업","동물위탁관리업","000","0",
"4679","동물위탁관리업","02_03_10_P","4490000","565000004820190015","20190702","","01","영업/정상","0000","정상","","","","","","0","","충청남도 천안시 동남구 유량동 ***-*","충청남도 천안시 동남구 양지말*길 ** (유량동)","31068","나는 고양이","20220428181221","I","2022-07-02 17:34:28.0","","216408.719211","368054.003515","동물위탁관리업","동물위탁관리업","000","0",
"4680","동물위탁관리업","02_03_10_P","4490000","565000004820190022","20190827","","01","영업/정상","0000","정상","","","","","","0","","충청남도 천안시 동남구 신방동 ****","충청남도 천안시 동남구 통정*로 **-** (신방동)","31204","하이댕","20220428181221","I","2022-07-02 17:34:28.0","","211406.995397","363995.097432","동물위탁관리업","동물위탁관리업","000","0",
"4681","동물위탁관리업","02_03_10_P","4490000","565000004820190027","20190911","","01","영업/정상","0000","정상","","","","","041-579-5999","0","","충청남도 천안시 동남구 신방동 ****-*","충청남도 천안시 동남구 통정*로 **, *층 (신방동)","31204","소울 도기","20220428181221","I","2022-07-02 17:34:28.0","","211803.323339","363691.528986","동물위탁관리업","동물위탁관리업","000","0",
"4682","동물위탁관리업","02_03_10_P","4490000","565000004820190032","20191017","","01","영업/정상","0000","정상","","","","","","0","","충청남도 천안시 동남구 목천읍 신계리 ***-* 초이스PIZZA","충청남도 천안시 동남구 목천읍 충절로 ***","31233","멍멍이 이발소","20220428181222","I","2022-07-02 17:34:28.0","","218364.003638","363375.552395","동물위탁관리업","동물위탁관리업","000","0",
"4683","동물위탁관리업","02_03_10_P","4490000","565000004820190036","20191206","","01","영업/정상","0000","정상","","","","","","0","","충청남도 천안시 동남구 문화동 **-* 아란화원","충청남도 천안시 동남구 버들로 **, 아란화원 (문화동)","31128","보듬어 줄개","20220428181222","I","2022-07-02 17:34:28.0","","213362.547616","367457.07436","동물위탁관리업","동물위탁관리업","000","0",
"4684","동물위탁관리업","02_03_10_P","4490000","565000004820200001","20200224","","01","영업/정상","0000","정상","","","","","","0","","충청남도 천안시 동남구 봉명동 ***","충청남도 천안시 동남구 쌍용대로 ***, *층 (봉명동)","31148","야멍 호텔","20220428181222","I","2022-07-02 17:34:28.0","","211848.132073","367871.218193","동물위탁관리업","동물위탁관리업","000","0",
"4685","동물위탁관리업","02_03_10_P","4490000","565000004820200005","20200410","","01","영업/정상","0000","정상","","","","","1811-7009","0","","충청남도 천안시 동남구 구룡동 *** (주)동양테크","충청남도 천안시 동남구 광풍로 ****, (주)동양테크 *층 (구룡동)","31212","주식회사 굿피플즈","20220428181222","I","2022-07-02 17:34:28.0","","212757.673779","362903.799354","동물위탁관리업","동물위탁관리업","L00","0",
"4686","동물위탁관리업","02_03_10_P","4490000","565000004820200008","20200429","","01","영업/정상","0000","정상","","","","","","0","","충청남도 천안시 동남구 삼룡동 ***-**","충청남도 천안시 동남구 충절로 ***, *층 (삼룡동)","31070","안녕 똑독아","20220428181223","I","2022-07-02 17:34:28.0","","","","동물위탁관리업","동물위탁관리업","000","0",
"4687","동물위탁관리업","02_03_10_P","4490000","565000004820200012","20200717","","01","영업/정상","0000","정상","","","","","","0","","충청남도 천안시 동남구 신방동 ****","충청남도 천안시 동남구 통정**로 **-*, *층 (신방동)","31205","수담(home＆handmade)","20220428181223","I","2022-07-02 17:34:28.0","","211891.833128","363646.704503","동물위탁관리업","동물위탁관리업","000","0",
"4688","동물위탁관리업","02_03_10_P","4490000","565000004820200016","20201012","","01","영업/정상","0000","정상","","","","","","0","","충청남도 천안시 동남구 신방동 ***-**","충청남도 천안시 동남구 신촌로 *, *층 (신방동)","31177","놀다가시개","20220428181223","I","2022-07-02 17:34:28.0","","210638.134701","365279.618913","동물위탁관리업","동물위탁관리업","000","0",
"4689","동물위탁관리업","02_03_10_P","4490000","565000004820200019","20201203","","01","영업/정상","0000","정상","","","","","","0","","충청남도 천안시 동남구 다가동 ***-*","충청남도 천안시 동남구 다가*길 ** (다가동)","31154","포레스트 캣호텔","20220428181223","I","2022-07-02 17:34:28.0","","212852.525458","366421.005948","동물위탁관리업","동물위탁관리업","000","0",
"4690","동물위탁관리업","02_03_10_P","4490000","565000004820210006","20210511","","01","영업/정상","0000","정상","","","","","","0","","충청남도 천안시 동남구 신방동 ***-*","충청남도 천안시 동남구 서부대로 ***-*, *층 (신방동)","31209","아리네개치원","20220428181224","I","2022-07-02 17:34:28.0","","211300.272669","363967.990628","동물위탁관리업","동물위탁관리업","000","0",
"4691","동물위탁관리업","02_03_10_P","4490000","565000004820210010","20210812","","01","영업/정상","0000","정상","","","","","041-522-3477","0","","충청남도 천안시 동남구 청당동 ***","충청남도 천안시 동남구 청당*로 **(청당동)","31211","이츠펫(청당점)","20220428181224","I","2022-07-02 17:34:28.0","","213510.303104","364450.494436","동물위탁관리업","동물위탁관리업","000","0",
"4692","동물위탁관리업","02_03_10_P","4490000","565000004820210012","20210821","","01","영업/정상","0000","정상","","","","","","0","","충청남도 천안시 동남구 신방동 ****","충청남도 천안시 동남구 통정*로 **-*, *층 (신방동)","31204","멍카페유","20220428181225","I","2022-07-02 17:34:28.0","","211446.768443","363993.333386","동물위탁관리업","동물위탁관리업","000","0",
"4693","동물위탁관리업","02_03_10_P","4490000","565000004820210014","20211101","","01","영업/정상","0000","정상","","","","","","0","","충청남도 천안시 동남구 안서동 ***-**","충청남도 천안시 동남구 호서대길 **(안서동)","31066","안녕 똑독아(안서점)","20220428181225","I","2022-07-02 17:34:28.0","","216508.198011","369579.370502","동물위탁관리업","동물위탁관리업","000","0",
"4694","동물위탁관리업","02_03_10_P","4490000","565000004820220002","20220105","","01","영업/정상","0000","정상","","","","","","0","","충청남도 천안시 동남구 구룡동 ***-*","충청남도 천안시 동남구 용평*길 **(구룡동)","31212","우당탕탕 사고뭉치","20220428181225","I","2022-07-02 17:34:28.0","","","","동물위탁관리업","동물위탁관리업","000","0",
"4695","동물위탁관리업","02_03_10_P","4490000","565000004820220003","20220111","","01","영업/정상","0000","정상","","","","","","0","","충청남도 천안시 동남구 구룡동 ***-*","충청남도 천안시 동남구 용평*길 **(구룡동)","31212","엔젤 희망을 품개","20220428181225","I","2022-07-02 17:34:28.0","","212849.766759","363664.98538","동물위탁관리업","동물위탁관리업","000","0",
"4696","동물위탁관리업","02_03_10_P","4490000","566000004820190008","20190213","","01","영업/정상","0000","정상","","","","","","0","","충청남도 천안시 서북구 성거읍 천흥리 ***-**","충청남도 천안시 서북구 성거읍 성거길 **","31044","똥강아지","20220428181238","I","2022-07-02 17:34:28.0","","217767.140751","374336.963536","동물위탁관리업","동물위탁관리업","000","0",
